"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","590","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя с пробелом на конце","","2026-08-12","passed","2026-08-12","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","563","API. Авторизованный пользователь может создать счет","","2026-08-12","passed","2026-08-12","","API. Создание счета","api.iteration_1.CreateAccountTest","authorizedUserCanCreateAccountTest"
"","5110","UI. Пользователь может выполнить перевод на счет другого пользователя","","2026-08-12","passed","2026-08-12","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCanTransferFundsToAnotherUserAccountTest"
"","591","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя со спецсимволом","","2026-08-12","passed","2026-08-12","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","8410","UI. Пользователь не может изменить имя в профиле на невалидное","","2026-08-12","passed","2026-08-12","","UI. Обновление профиля пользователя","ui.iteration_2.UpdateCustomerProfileTest","userCannotSetInvalidNameInProfileTest"
"","417","API. Неавторизованный пользователь не может удалить пользователя","","2026-08-12","passed","2026-08-12","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCannotDeleteUserWithoutAuthTest"
"","3154","UI. Пользователь не может пополнить свой счет без указания номера счета","","2026-08-12","passed","2026-08-12","","UI. Пополнение счета","ui.iteration_2.DepositAccountTest","userCannotDepositAccountWithoutAccountNumberTest"
"","16","API. Пользователь не может авторизоваться с невалидными данными Username содержит спецсимвол","","2026-08-12","passed","2026-08-12","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","3455","UI. Пользователь не может пополнить свой счет с невалидной суммой Сумма пополнения больше максимальной","","2026-08-12","passed","2026-08-12","","UI. Пополнение счета","ui.iteration_2.DepositAccountTest","userCannotDepositAccountWithInvalidAmountTest"
"","1046","API. Авторизованный пользователь не может пополнить счет другого пользователя","","2026-08-12","passed","2026-08-12","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCannotDepositAnotherUserAccountTest"
"","672","API. Авторизованный пользователь не может пополнить счет невалидной суммой Сумма пополнения больше максимальной","","2026-08-12","passed","2026-08-12","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCannotDepositAccountWithInvalidAmountTest"
"","877","API. Авторизованный пользователь не может перевести валидную сумму на несуществующий счет","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferFundsIntoNonExistingAccountTest"
"","105","API. Администратор не может создать счет","","2026-08-12","passed","2026-08-12","","API. Создание счета","api.iteration_1.CreateAccountTest","adminCannotCreateAccountTest"
"","4538","UI. Пользователь может выполнить перевод между своими счетами","","2026-08-12","passed","2026-08-12","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCanTransferFundsBetweenTheirAccountsTest"
"","813","API. Авторизованный пользователь может получить список транзакций по своему счету","","2026-08-12","passed","2026-08-12","","API. Получение списка транзакций по счету","api.iteration_3.GetAccountTransactionsTest","authorizedUserCanGetOwnAccountTransactionsTest"
"","3144","UI. Пользователь не может пополнить свой счет без указания суммы","","2026-08-12","passed","2026-08-12","","UI. Пополнение счета","ui.iteration_2.DepositAccountTest","userCannotDepositAccountWithoutAmountTest"
"","567","API. Пользователь без прав администратора не может создать пользователя","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","userWithoutAdminPermissionsCannotCreateUserTest"
"","581","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя с цифрой","","2026-08-12","passed","2026-08-12","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","5415","UI. Пользователь не может выполнить перевод без указания счета отправителя","","2026-08-12","passed","2026-08-12","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCannotTransferFundsWithoutSenderAccountNumberTest"
"","3259","UI. Пользователь не может пополнить свой счет с невалидной суммой Сумма пополнения меньше минимальной","","2026-08-12","passed","2026-08-12","","UI. Пополнение счета","ui.iteration_2.DepositAccountTest","userCannotDepositAccountWithInvalidAmountTest"
"","193","API. Администратор не может создать пользователя с невалидными данными Username короче 3 символов","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","200","API. Администратор не может создать пользователя с невалидными данными Password содержит пробел","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","665","API. Авторизованный пользователь не может пополнить счет невалидной суммой Сумма пополнения равна 0","","2026-08-12","passed","2026-08-12","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCannotDepositAccountWithInvalidAmountTest"
"","1091","API. Авторизованный пользователь может перевести валидную сумму между своими счетами Сумма перевода: 9999.99","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountBetweenTheirAccountsTest"
"","196","API. Администратор не может создать пользователя с невалидными данными Password без заглавной буквы","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","16","API. Пользователь не может авторизоваться с невалидными данными Password без строчной буквы","","2026-08-12","passed","2026-08-12","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","197","API. Администратор не может создать пользователя с невалидными данными Невалидный role","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","4396","UI. Пользователь может изменить имя в профиле","","2026-08-12","passed","2026-08-12","","UI. Обновление профиля пользователя","ui.iteration_2.UpdateCustomerProfileTest","userCanSetValidNameInProfileTest"
"","372","API. Администратор может создать пользователя с валидными данными Создание пользователя с правами администратора","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCanCreateUserWithValidDataTest"
"","505","API. Авторизованный пользователь может получить свой профиль","","2026-08-12","passed","2026-08-12","","API. Получение профиля пользователя","api.iteration_3.GetCustomerProfileTest","authorizedUserCanGetProfileTest"
"","1073","API. Авторизованный пользователь не может перевести невалидную сумму между своими счетами Сумма перевода больше максимальной","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountBetweenTheirAccountsTest"
"","106","API. Администратор не может получить профиль","","2026-08-12","passed","2026-08-12","","API. Получение профиля пользователя","api.iteration_3.GetCustomerProfileTest","adminCannotGetProfileTest"
"","1093","API. Авторизованный пользователь не может перевести невалидную сумму между своими счетами Сумма перевода равна 0","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountBetweenTheirAccountsTest"
"","196","API. Администратор не может создать пользователя с невалидными данными Username содержит спецсимвол","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","2261","UI. Администратор может авторизоваться с валидными данными","","2026-08-12","passed","2026-08-12","","UI. Авторизация пользователя","ui.iteration_1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","2679","UI. Администратор не может создать пользователя с невалидными данными","","2026-08-12","passed","2026-08-12","","UI. Создание пользователя","ui.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","108","API. Администратор не может получить список счетов","","2026-08-12","passed","2026-08-12","","API. Получение списка счетов пользователя","api.iteration_3.GetCustomerAccountsTest","adminCannotGetAccountsTest"
"","468","API. Администратор не может создать пользователя с уже существующим username","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithExistingUsernameTest"
"","5008","UI. Пользователь не может выполнить перевод с невалидной суммой","","2026-08-12","passed","2026-08-12","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCannotTransferFundsWithInvalidAmountTest"
"","669","API. Авторизованный пользователь может пополнить счет Сумма пополнения: 4999.99","","2026-08-12","passed","2026-08-12","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCanDepositAccountTest"
"","3280","UI. Пользователь не может пополнить свой счет с невалидной суммой Сумма пополнения равна 0","","2026-08-12","passed","2026-08-12","","UI. Пополнение счета","ui.iteration_2.DepositAccountTest","userCannotDepositAccountWithInvalidAmountTest"
"","1077","API. Авторизованный пользователь может перевести валидную сумму между своими счетами Сумма перевода: 0.02","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountBetweenTheirAccountsTest"
"","5213","UI. Пользователь не может выполнить перевод без указания суммы","","2026-08-12","passed","2026-08-12","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCannotTransferFundsWithoutAmountTest"
"","1494","API. Авторизованный пользователь может перевести валидную сумму на счет другого пользователя Сумма перевода: 0.01","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountToAnotherUserAccountTest"
"","1098","API. Авторизованный пользователь может перевести валидную сумму между своими счетами Сумма перевода: 10000.0","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountBetweenTheirAccountsTest"
"","107","API. Неавторизованный пользователь не может создать пользователя","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","unauthorizedUserCannotCreateUserTest"
"","18","API. Неавторизованный пользователь не может получить список своих счетов","","2026-08-12","passed","2026-08-12","","API. Получение списка счетов пользователя","api.iteration_3.GetCustomerAccountsTest","unauthorizedUserCannotGetOwnAccountsTest"
"","901","API. Пользователь без прав администратора не может удалить пользователя","","2026-08-12","passed","2026-08-12","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","userWithoutAdminPermissionsCannotDeleteUserTest"
"","663","API. Авторизованный пользователь не может пополнить счет невалидной суммой Сумма пополнения меньше минимальной","","2026-08-12","passed","2026-08-12","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCannotDepositAccountWithInvalidAmountTest"
"","110","API. Администратор не может изменить профиль","","2026-08-12","passed","2026-08-12","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","adminCannotGetProfileTest"
"","15","API. Пользователь не может авторизоваться с невалидными данными Пустой password","","2026-08-12","passed","2026-08-12","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","41","API. Пользователь не может авторизоваться с невалидными данными Password короче 8 символов","","2026-08-12","passed","2026-08-12","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","196","API. Администратор не может создать пользователя с невалидными данными Password без спецсимвола","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","390","API. Администратор может удалить пользователя Удаление пользователя без прав администратора","","2026-08-12","passed","2026-08-12","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCanDeleteUserTest"
"","803","API. Неавторизованный пользователь не может получить список транзакций по своему счету","","2026-08-12","passed","2026-08-12","","API. Получение списка транзакций по счету","api.iteration_3.GetAccountTransactionsTest","unauthorizedUserCannotGetOwnAccountsTransactionsTest"
"","471","API. Авторизованный пользователь не может пополнить несуществующий счет","","2026-08-12","passed","2026-08-12","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCannotDepositNonExistingAccountTest"
"","1066","API. Авторизованный пользователь может перевести валидную сумму между своими счетами Сумма перевода: 0.01","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountBetweenTheirAccountsTest"
"","606","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя из трех слов","","2026-08-12","passed","2026-08-12","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","491","API. Авторизованный пользователь без прав администратора не может получить список пользователей","","2026-08-12","passed","2026-08-12","","API. Получение списка пользователей","api.iteration_3.GetAllUsersTest","authorizedUserWithoutAdminPermissionsCannotGetUsersListTest"
"","1214","API. Авторизованный пользователь не может получить список транзакций по счету другого пользователя","","2026-08-12","passed","2026-08-12","","API. Получение списка транзакций по счету","api.iteration_3.GetAccountTransactionsTest","authorizedUserCannotGetAnotherUserAccountTransactionsTest"
"","18","API. Неавторизованный пользователь не может получить свой профиль","","2026-08-12","passed","2026-08-12","","API. Получение профиля пользователя","api.iteration_3.GetCustomerProfileTest","unauthorizedUserCannotGetProfileTest"
"","191","API. Администратор не может создать пользователя с невалидными данными Пустой password","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","587","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя с пробелом в начале","","2026-08-12","passed","2026-08-12","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","293","API. Администратор не может создать пользователя с невалидными данными Пустой username","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","195","API. Администратор не может создать пользователя с невалидными данными Password без строчной буквы","","2026-08-12","passed","2026-08-12","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","4742","UI. Пользователь не может выполнить перевод без подтверждения данных","","2026-08-12","passed","2026-08-12","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCannotTransferFundsWithoutConfirmTest"
"","1460","API. Авторизованный пользователь не может перевести невалидную сумму на счет другого пользователя Сумма перевода равна 0","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountToAnotherUserAccountTest"
"","19","API. Пользователь не может авторизоваться с невалидными данными Пустой username","","2026-08-12","passed","2026-08-12","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","1077","API. Авторизованный пользователь не может перевести невалидную сумму между своими счетами Сумма перевода меньше минимальной","","2026-08-12","passed","2026-08-12","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountBetweenTheirAccountsTest"
"","673","API. Авторизованный пользователь может пополнить счет Сумма пополнения: 0.01","","2026-08-12","passed","2026-08-12","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCanDepositAccountTest"
"","607","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя с двумя пробелами","","2026-08-12","passed","2026-08-12","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
